Chain,Tier,Location,ItemActual,ItemTo,ChainID,SubPaste,Amount,Verified,LocationIndex
Rough Mud Crystal>Raft Toy>Balanced Stone Pagoda [Duch>Lema],[Level 1],Lema,Raft Toy,Balanced Stone Pagoda,3,E,,V,2
Rough Mud Crystal>Raft Toy>Balanced Stone Pagoda [Duch>Lema],[Level 2],Weita,Balanced Stone Pagoda,Skull Decorated Teacup,3,E,,V,18
Rough Mud Crystal>Raft Toy>Balanced Stone Pagoda [Duch>Lema],[Level 3],Almai,Skull Decorated Teacup,Marine Knights' Helm,3,E,,V,53
Rough Mud Crystal>Raft Toy>Balanced Stone Pagoda [Duch>Lema],[Level 4],Balvege,Marine Knights' Helm,37 Year Old Herbal Wine,3,E,,V,8
Rough Mud Crystal>Raft Toy>Balanced Stone Pagoda [Duch>Lema],[Level 5],Cargo,37 Year Old Herbal Wine,Crow Coins,3,E,,V,65
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Basic Item],Baeza,Powder of Earth,Dried Blue Rose,3,F,200,V,48
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Level 1],Portanen,Dried Blue Rose,Pirate Ship Mast,3,F,,V,57
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Level 2],Albresser,Pirate Ship Mast,Gooey Monster Blood,3,F,,V,38
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Level 3],Teyamal,Gooey Monster Blood,Green Salt Lump,3,F,,V,50
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Level 4],Oben,Green Salt Lump,Mysterious Rock,3,F,,V,36
Powder of Earth>Dried Blue Rose>Pirate Ship Mast [Baeza>Portanen],[Level 5],Incomplete,Mysterious Rock,Crow Coins,3,F,,V,66
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Basic Item],Randis,Essence of Liquor,Cherry Tree Seed Pouch,3,G,1400,V,33
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Level 1],Sokota,Cherry Tree Seed Pouch,Monster Tentacle,3,G,,V,41
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Level 2],Modric,Monster Tentacle,Ancient Orders,3,G,,V,46
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Level 3],Lisz,Ancient Orders,Boatman's Manual,3,G,,V,29
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Level 4],Padix,Boatman's Manual,Supreme Gold Candlestick,3,G,,V,54
Essence of Liquor>Cherry Tree Seed Pouch>Monster Tentacle [Randis>Sokota],[Level 5],Lantinia,Supreme Gold Candlestick,Crow Coins,3,G,,V,67
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Basic Item],Eveto,Old Tree Bark,Unidentified Ancient Mural,3,H,200,V,11
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Level 1],Esfah,Unidentified Ancient Mural,Conch Shell Ornament,3,H,,V,45
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Level 2],Dunde,Conch Shell Ornament,Rare Herb Pile,3,H,,V,37
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Level 3],Al-Naha,Rare Herb Pile,Panacea,3,H,,V,27
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Level 4],Ancient,Panacea,Observatory Report,3,H,,V,5
Old Tree Bark>Unidentified Ancient Mural>Conch Shell Ornament [Eveto>Esfah],[Level 5],Pakio,Azure Quartz,Crow Coins,3,H,,V,68
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Basic Item],Mariveno,Rough Green Crystal,Chewy Raw Gizzard,3,I,100,V,13
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Level 1],Racid,Chewy Raw Gizzard,Cron Castle Gold Coin,3,I,,V,26
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Level 2],Angie,Cron Castle Gold Coin,Skull Symbol Carpet,3,I,,V,9
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Level 3],Tigris,Skull Symbol Carpet,Opulent Thread Spool,3,I,,V,47
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Level 4],Pilava,Opulent Thread Spool,Taxidermied Morpho Butterfly,3,I,,V,25
Rough Green Crystal>Chewy Raw Gizzard>Cron Castle Gold Coin [Mariveno>Racid],[Level 5],Crow,Taxidermied Morpho Butterfly,Crow Coins,3,I,,V,69
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Basic Item],Beiruwa,Rough Blue Crystal,Ancient Urn Piece,3,J,100,V,22
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Level 1],Lerao,Ancient Urn Piece,Filtered Drinking Water,3,J,,V,56
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Level 2],Arakil,Filtered Drinking Water,Round Knife,3,J,,V,21
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Level 3],Riyed,Round Knife,Amethyst Fragment,3,J,,V,43
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Level 4],Cholace,Amethyst Fragment,Opulent Coral Trinket,3,J,,V,7
Rough Blue Crystal>Ancient Urn Piece>Filtered Drinking Water [Beiruwa>Lerao],[Level 5],Rickun,Taxidermied White Caterpillar,Crow Coins,3,J,,V,70
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Basic Item],Paratama,Essence of Liquor,Fertile Soil,3,K,1400,V,19
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Level 1],Arita,Fertile Soil,Big Stone Slab,3,K,,V,3
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Level 2],Taramura,Big Stone Slab,Weasel Leather Coat,3,K,,V,23
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Level 3],Rosevan,Weasel Leather Coat,Marine Knights' Spear,3,K,,V,59
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Level 4],Pujara,Marine Knights' Spear,Elixir of Youth,3,K,,V,28
Essence of Liquor>Fertile Soil>Big Stone Slab [Paratama>Arita],[Level 5],Cox Pirates,Elixir of Youth,Crow Coins,3,K,,V,71
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Basic Item],Barater,Spirit's Leaf,Giant Fish Bone,3,L,200,V,39
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Level 1],Teste,Giant Fish Bone,Narvo Sea Cucumber,3,L,,V,1
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Level 2],Marlene,Narvo Sea Cucumber,Scout Binoculars,3,L,,V,6
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Level 3],Daton,Scout Binoculars,Headless Dragon Figurine,3,L,,V,35
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Level 4],Rameda,Headless Dragon Figurine,Faded Gold Dragon Figurine,3,L,,V,42
Spirit's Leaf>Giant Fish Bone>Narvo Sea Cucumber [Barater>Teste],[Level 5],Naval,Faded Gold Dragon Figurine,Crow Coins,3,L,,V,72
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Basic Item],Serca,Grilled Bird Meat,Golden Sand,4,A,600,V,34
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Level 1],Arita,Golden Sand,Conch Shell Ornament,4,A,,V,3
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Level 2],Modric,Conch Shell Ornament,Skull Symbol Carpet,4,A,,V,46
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Level 3],Almai,Skull Symbol Carpet,Green Salt Lump,4,A,,V,53
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Level 4],Padix,Green Salt Lump,Golden Fish Scale,4,A,,V,54
Grilled Bird Meat>Golden Sand>Conch Shell Ornament [Serca>Arita],[Level 5],Halmad,Golden Fish Scale,Crow Coins,4,A,,V,60
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Basic Item],Randis,Wolf Hide,Unidentified Ancient Mural,4,B,600,V,33
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Level 1],Racid,Unidentified Ancient Mural,Supreme Oyster Box,4,B,,V,27
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Level 2],Albresser,Supreme Oyster Box,Skull Decorated Teacup,4,B,,V,38
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Level 3],Al-Naha,Skull Decorated Teacup,Stolen Pirate Dagger,4,B,,V,28
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Level 4],Orffs,Stolen Pirate Dagger,102 Year Old Golden Herb,4,B,,V,17
Wolf Hide>Unidentified Ancient Mural>Supreme Oyster Box [Randis>Racid],[Level 5],Kashuma,102 Year Old Golden Herb,Crow Coins,4,B,,V,61
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Basic Item],Duch,Wild Grass,Ancient Urn Piece,4,C,500,V,11
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Level 1],Lerao,Ancient Urn Piece,Pirate Ship Mast,4,C,,V,56
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Level 2],Marlene,Pirate Ship Mast,Rare Herb Pile,4,C,,V,6
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Level 3],Orisha,Rare Herb Pile,Opulent Thread Spool,4,C,,V,62
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Level 4],Iliya,Opulent Thread Spool,Supreme Gold Candlestick,4,C,,V,4
Wild Grass>Ancient Urn Piece>Pirate Ship Mast [Duch>Lerao],[Level 5],Derko,Supreme Gold Candlestick,Crow Coins,4,C,,V,64
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Basic Item],Luivano,Cloud Mushroom,Fertile Soil,4,D,1100,V,13
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Level 1],Esfah,Fertile Soil,Big Stone Slab,4,D,,V,45
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Level 2],Arakil,Big Stone Slab,Pirates' Supply Box,4,D,,V,23
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Level 3],Tulu,Pirates' Supply Box,Panacea,4,D,,V,16
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Level 4],Pujara,Panacea,Portrait of the Ancient,4,D,,V,29
Cloud Mushroom>Fertile Soil>Big Stone Slab [Luivano>Esfah],[Level 5],Hakoven,Portrait of the Ancient,Crow Coins,4,D,,V,51
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Basic Item],Paratama,Fruit of Magic Power,Raft Toy,4,E,20,V,21
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Level 1],Lema,Raft Toy,Cron Castle Gold Coin,4,E,,V,2
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Level 2],Ostra,Cron Castle Gold Coin,Ancient Orders,4,E,,V,26
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Level 3],Rosevan,Ancient Orders,Boatman's Manual,4,E,,V,59
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Level 4],Balvege,Boatman's Manual,Faded Gold Dragon Figurine,4,E,,V,8
Fruit of Magic Power>Raft Toy>Cron Castle Gold Coin [Paratama>Lema],[Level 5],Cargo,Faded Gold Dragon Figurine,Crow Coins,4,E,,V,65
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Basic Item],Beiruwa,Rough Mud Crystal,Chewy Raw Gizzard,4,F,100,V,24
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Level 1],Kuit,Chewy Raw Gizzard,Opulent Marble,4,F,,V,52
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Level 2],Weita,Opulent Marble,Scout Binoculars,4,F,,V,20
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Level 3],Shirna,Scout Binoculars,Solidified Lava,4,F,,V,49
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Level 4],Theonil,Solidified Lava,Octagonal Box,4,F,,V,44
Rough Mud Crystal>Chewy Raw Gizzard>Opulent Marble [Beiruwa>Kuit],[Level 5],Incomplete,Octagonal Box,Crow Coins,4,F,,V,66
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Basic Item],Eveto,Powder of Earth,Stained Seagull Figurine,4,G,200,V,12
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Level 1],Teste,Stained Seagull Figurine,Monster Tentacle,4,G,,V,1
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Level 2],Louruve,Monster Tentacle,Weasel Leather Coat,4,G,,V,31
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Level 3],Riyed,Weasel Leather Coat,Seashell Deco,4,G,,V,43
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Level 4],Rameda,Seashell Deco,Taxidermied White Caterpillar,4,G,,V,42
Powder of Earth>Stained Seagull Figurine>Monster Tentacle [Eveto>Teste],[Level 5],Lantinia,Taxidermied White Caterpillar,Crow Coins,4,G,,V,67
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Basic Item],Barater,Powder of Flame,Cherry Tree Seed Pouch,4,H,300,V,39
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Level 1],Tashu,Cherry Tree Seed Pouch,Pirate Gold Coin,4,H,,V,18
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Level 2],Ginburrey,Pirate Gold Coin,Old Hourglass,4,H,,V,40
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Level 3],Shasha,Old Hourglass,Marine Knights' Spear,4,H,,V,58
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Level 4],Ancient,Marine Knights' Spear,Opulent Coral Trinket,4,H,,V,5
Powder of Flame>Cherry Tree Seed Pouch>Pirate Gold Coin [Barater>Tashu],[Level 5],Pakio,Azure Quartz,Crow Coins,4,H,,V,68
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Basic Item],Baeza,Lead Ore,Dried Blue Rose,4,I,900,V,48
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Level 1],Tinberra,Dried Blue Rose,Sea Survival Kit,4,I,,V,55
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Level 2],Angie,Sea Survival Kit,Torn Pirate Treasure Map,4,I,,V,10
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Level 3],Teyamal,Torn Pirate Treasure Map,Pirate's Key,4,I,,V,50
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Level 4],Baremi,Pirate's Key,Statue's Tear,4,I,,V,19
Lead Ore>Dried Blue Rose>Sea Survival Kit [Baeza>Tinberra],[Level 5],Crow,Statue's Tear,Crow Coins,4,I,,V,69
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Basic Item],Staren,Acacia Sap,Giant Fish Bone,4,J,600,V,32
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Level 1],Boa,Giant Fish Bone,Urchin Spine,4,J,,V,63
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Level 2],Taramura,Urchin Spine,Round Knife,4,J,,V,25
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Level 3],Lisz,Round Knife,Amethyst Fragment,4,J,,V,30
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Level 4],Cholace,Amethyst Fragment,Cox Pirates' Journal,4,J,,V,7
Acacia Sap>Giant Fish Bone>Urchin Spine [Staren>Boa],[Level 5],Rickun,Elixir of Youth,Crow Coins,4,J,,V,70
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Basic Item],Mariveno,Red Tree Lump,Naval Ration,4,K,100,V,14
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 1],Portanen,Naval Ration,Balanced Stone Pagoda,4,K,,V,57
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 2],Kanvera,Balanced Stone Pagoda,Gooey Monster Blood,4,K,,V,22
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 3],Tigris,Gooey Monster Blood,Old Chest with Gold Coins,4,K,,V,47
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 4],Wandering,Old Chest with Gold Coins,Rust Repair Tool,4,K,,V,9
Red Tree Lump>Naval Ration>Balanced Stone Pagoda [Mariveno>Portanen],[Level 5],Cox Pirates,Luxury Patterned Fabric,Crow Coins,4,K,,V,71
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Basic Item],Ephde Rune,Spirit's Leaf,Pirates' Gunpowder,4,L,200,V,15
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Level 1],Sokota,Pirates' Gunpowder,Narvo Sea Cucumber,4,L,,V,41
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Level 2],Dunde,Narvo Sea Cucumber,Blue Candle Bundle,4,L,,V,37
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Level 3],Daton,Blue Candle Bundle,Marine Knights' Helm,4,L,,V,35
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Level 4],Oben,Marine Knights' Helm,Mysterious Rock,4,L,,V,36
Spirit's Leaf>PIrates' Gunpowder>Narvo Sea Cucumber [Ephde Rune>Sokota],[Level 5],Naval,Mysterious Rock,Crow Coins,4,L,,V,72
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Basic Item],Baeza,Bag of Muddy Water,Dried Blue Rose,5,A,300,V,47
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Level 1],Teste,Dried Blue Rose,Islanders' Lunchbox,5,A,,V,1
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Level 2],Modric,Islanders' Lunchbox,Old Hourglass,5,A,,V,45
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Level 3],Teyamal,Old Hourglass,Marine Knights' Helm,5,A,,V,49
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Level 4],Rameda,Marine Knights' Helm,Octagonal Box,5,A,,V,41
Bag of Muddy Water>Dried Blue Rose>Islanders' Lunchbox [Baeza>Teste],[Level 5],Halmad,Octagonal Box,Crow Coins,5,A,,V,60
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Basic Item],Serca,Powder of Time,Giant Fish Bone,5,B,200,V,33
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Level 1],Kuit,Giant Fish Bone,Cron Castle Gold Coin,5,B,,V,51
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Level 2],Ginburrey,Cron Castle Gold Coin,Torn Pirate Treasure Map,5,B,,V,39
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Level 3],Daton,Torn Pirate Treasure Map,Stolen Pirate Dagger,5,B,,V,34
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Level 4],Theonil,Stolen Pirate Dagger,37 Year Old Herbal Wine,5,B,,V,43
Powder of Time>Giant Fish Bone>Cron Castle Gold Coin [Serca>Kuit],[Level 5],Kashuma,37 Year Old Herbal Wine,Crow Coins,5,B,,V,61
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Basic Item],Randis,Fruit of Abundance,Naval Ration,5,C,20,V,32
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Level 1],Arita,Naval Ration,Pirate Ship Mast,5,C,,V,54
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Level 2],Dunde,Pirate Ship Mast,Pirates' Supply Box,5,C,,V,36
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Level 3],Almai,Pirates' Supply Box,Opulent Thread Spool,5,C,,V,52
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Level 4],Oben,Opulent Thread Spool,Azure Quartz,5,C,,V,35
Fruit of Abundance>Naval Ration>Pirate Ship Mast [Randis>Arita],[Level 5],Derko,Azure Quartz,Crow Coins,5,C,,V,64
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Basic Item],Barater,Bloody Tree Knot,Stained Seagull Figurine,5,D,100,V,38
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Level 1],Tashu,Stained Seagull Figurine,Opulent Marble,5,D,,V,16
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Level 2],Albresser,Opulent Marble,Scout Binoculars,5,D,,V,37
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Level 3],Lisz,Scout Binoculars,Amethyst Fragment,5,D,,V,28
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Level 4],Padix,Amethyst Fragment,Golden Fish Scale,5,D,,V,53
Bloody Tree Knot>Stained Seagull Figurine>Opulent Marble [Barater>Tashu],[Level 5],Hakoven,Golden Fish Scale,Crow Coins,5,D,,V,50
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Basic Item],Staren,Monk's Branch,Raft Toy,5,E,200,V,31
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Level 1],Lema,Raft Toy,Filtered Drinking Water,5,E,,V,2
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Level 2],Louruve,Filtered Drinking Water,Stalactite Fragment,5,E,,V,30
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Level 3],Tulu,Stalactite Fragment,Marine Knights' Spear,5,E,,V,14
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Level 4],Narvo,Marine Knights' Spear,Statue's Tear,5,E,,V,29
Monk's Branch>Raft Toy>Filtered Drinking Water [Staren>Lema],[Level 5],Cargo,Statue's Tear,Crow Coins,5,E,,V,65
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Basic Item],Duch,Aloe,Chewy Raw Gizzard,5,F,1100,V,9
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Level 1],Racid,Chewy Raw Gizzard,Conch Shell Ornament,5,F,,V,25
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Level 2],Angie,Conch Shell Ornament,Skull Decorated Teacup,5,F,,V,8
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Level 3],Al-Naha,Skull Decorated Teacup,Solidified Lava,5,F,,V,26
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Level 4],Balvege,Solidified Lava,Supreme Gold Candlestick,5,F,,V,6
Aloe>Chewy Raw Gizzard>Conch Shell Ornament [Duch>Racid],[Level 5],Incomplete,Supreme Gold Candlestick,Crow Coins,5,F,,V,66
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Basic Item],Eveto,Rough Red Crystal,Ancient Urn Piece,5,G,100,V,10
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Level 1],Tinberra,Ancient Urn Piece,Supreme Oyster Box,5,G,,V,55
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Level 2],Marlene,Supreme Oyster Box,Round Knife,5,G,,V,4
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Level 3],Shasha,Round Knife,Green Salt Lump,5,G,,V,58
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Level 4],Orffs,Green Salt Lump,Faded Gold Dragon Figurine,5,G,,V,15
Rough Red Crystal>Ancient Urn Piece>Supreme Oyster Box [Eveto>Tinberra],[Level 5],Lantinia,Faded Gold Dragon Figurine,Crow Coins,5,G,,V,67
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Basic Item],Luivano,Log,Unidentified Ancient Mural,5,H,400,V,11
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Level 1],Lerao,Unidentified Ancient Mural,Big Stone Slab,5,H,,V,56
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Level 2],Weita,Big Stone Slab,Gooey Monster Blood,5,H,,V,17
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Level 3],Rosevan,Gooey Monster Blood,Boatman's Manual,5,H,,V,59
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Level 4],Ancient,Boatman's Manual,Cox Pirates' Journal,5,H,,V,3
Log>Unidentified Ancient Mural>Big Stone Slab [Luivano>Lerao],[Level 5],Pakio,Taxidermied White Caterpillar,Crow Coins,5,H,,V,68
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Basic Item],Mariveno,Star Anise,Cherry Tree Seed Pouch,5,I,600,V,12
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Level 1],Portanen,Cherry Tree Seed Pouch,Narvo Sea Cucumber,5,I,,V,57
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Level 2],Kanvera,Narvo Sea Cucumber,Weasel Leather Coat,5,I,,V,19
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Level 3],Orisha,Weasel Leather Coat,Old Chest with Gold Coins,5,I,,V,62
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Level 4],Ajir,Old Chest with Gold Coins,Golden Fish Scale,5,I,,V,27
Star Anise>Cherry Tree Seed Pouch>Narvo Sea Cucumber [Mariveno>Portanen],[Level 5],Crow,Golden Fish Scale,Crow Coins,5,I,,V,69
